year,id_,marital,race,rincome,partyid,relig,denom
2e3,361.0,Married,White,$25000 or more,"Ind,near dem",Orthodox-christian,Not applicable
2e3,362.0,Separated,White,Not applicable,Not str democrat,None,Not applicable
2e3,363.0,Never married,White,$25000 or more,Not str democrat,Jewish,Not applicable
2e3,364.0,Never married,White,Refused,"Ind,near rep",Catholic,Not applicable
2e3,365.0,Married,White,$25000 or more,Strong democrat,Jewish,Not applicable
2e3,366.0,Married,White,$25000 or more,Independent,Protestant,Other presbyterian
2e3,367.0,Divorced,White,$25000 or more,Not str democrat,Jewish,Not applicable
2e3,368.0,Married,Black,$25000 or more,Not str democrat,Protestant,Afr meth episcopal
2e3,369.0,Married,White,$25000 or more,Not str republican,Christian,Not applicable
2e3,370.0,Never married,White,$25000 or more,Independent,None,Not applicable
2e3,371.0,Never married,Other,$15000 - 19999,Not str democrat,Catholic,Not applicable
2e3,372.0,Never married,White,$25000 or more,Independent,None,Not applicable
2e3,373.0,Never married,White,$20000 - 24999,"Ind,near dem",Catholic,Not applicable
2e3,374.0,Divorced,White,$25000 or more,Other party,None,Not applicable
2e3,375.0,Married,White,$25000 or more,Strong democrat,Christian,Not applicable
2e3,376.0,Married,Black,$20000 - 24999,Independent,None,Not applicable
2e3,377.0,Divorced,White,$25000 or more,Other party,None,Not applicable
2e3,378.0,Never married,White,Not applicable,Strong democrat,None,Not applicable
2e3,379.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2e3,380.0,Married,Other,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,381.0,Never married,Other,$25000 or more,"Ind,near rep",Catholic,Not applicable
2e3,382.0,Widowed,White,Not applicable,Not str republican,Protestant,Evangelical luth
2e3,383.0,Married,White,$25000 or more,Not str republican,Protestant,No answer
2e3,384.0,Married,White,Not applicable,Not str democrat,None,Not applicable
2e3,385.0,Divorced,White,Not applicable,Strong republican,None,Not applicable
2e3,386.0,Married,White,Not applicable,Strong republican,Protestant,No denomination
2e3,387.0,Married,Other,$25000 or more,Not str democrat,Protestant,United pres ch in us
2e3,388.0,Separated,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,389.0,Married,White,$25000 or more,Independent,Orthodox-christian,Not applicable
2e3,390.0,Married,Other,$25000 or more,Not str republican,Catholic,Not applicable
2e3,391.0,Married,White,Refused,Not str democrat,Jewish,Not applicable
2e3,392.0,Widowed,White,Not applicable,Independent,Catholic,Not applicable
2e3,393.0,Divorced,White,Not applicable,Independent,Jewish,Not applicable
2e3,394.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2e3,395.0,Married,White,Not applicable,Strong democrat,Jewish,Not applicable
2e3,396.0,Married,White,Refused,Not str republican,None,Not applicable
2e3,397.0,Divorced,White,$20000 - 24999,Not str republican,Protestant,Other
2e3,398.0,Married,White,$25000 or more,Strong democrat,None,Not applicable
2e3,399.0,Divorced,White,$25000 or more,Independent,None,Not applicable
2e3,400.0,Never married,White,$8000 to 9999,Not str democrat,Protestant,Other
2e3,401.0,Married,White,$25000 or more,Independent,None,Not applicable
2e3,402.0,Married,White,$15000 - 19999,Independent,Protestant,Am baptist asso
2e3,403.0,Never married,White,Not applicable,Not str democrat,Jewish,Not applicable
2e3,404.0,Separated,White,Not applicable,Independent,None,Not applicable
2e3,405.0,Separated,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2e3,406.0,Never married,Black,Not applicable,"Ind,near dem",None,Not applicable
2e3,407.0,Divorced,White,Not applicable,Independent,Protestant,Southern baptist
2e3,408.0,Married,Other,$25000 or more,Not str republican,None,Not applicable
2e3,409.0,Married,Other,$1000 to 2999,Not str democrat,Catholic,Not applicable
2e3,410.0,Married,Other,$25000 or more,Not str republican,Protestant,Other
2e3,411.0,Married,White,$20000 - 24999,Strong republican,Protestant,Baptist-dk which
2e3,412.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,413.0,Never married,White,$25000 or more,Strong republican,Protestant,Presbyterian c in us
2e3,414.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,415.0,Married,White,$20000 - 24999,"Ind,near dem",Catholic,Not applicable
2e3,416.0,Married,White,$1000 to 2999,Not str democrat,Catholic,Not applicable
2e3,417.0,Married,White,$25000 or more,Not str republican,Protestant,Episcopal
2e3,418.0,Never married,White,$5000 to 5999,"Ind,near dem",Jewish,Not applicable
2e3,419.0,Married,White,Not applicable,Strong republican,Protestant,Am lutheran
2e3,420.0,Married,White,$25000 or more,Not str democrat,Jewish,Not applicable
2e3,421.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Lutheran-mo synod
2e3,422.0,Married,White,Not applicable,Not str republican,Catholic,Not applicable
2e3,423.0,Divorced,White,$25000 or more,Not str democrat,Protestant,No denomination
2e3,424.0,Divorced,White,$6000 to 6999,Independent,None,Not applicable
2e3,425.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,426.0,Married,White,Don't know,Not str democrat,Protestant,Presbyterian c in us
2e3,427.0,Married,White,Not applicable,Not str republican,Protestant,Am lutheran
2e3,428.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2e3,429.0,Never married,Black,$25000 or more,Strong democrat,None,Not applicable
2e3,430.0,Married,Other,$20000 - 24999,Not str democrat,Catholic,Not applicable
2e3,431.0,Never married,White,$25000 or more,Strong democrat,Jewish,Not applicable
2e3,432.0,Married,White,$25000 or more,Independent,Other,Not applicable
2e3,433.0,Never married,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,434.0,Divorced,White,$25000 or more,Not str republican,Protestant,Am bapt ch in usa
2e3,435.0,Divorced,White,$20000 - 24999,Independent,Protestant,Other
2e3,436.0,Divorced,White,$25000 or more,"Ind,near rep",Christian,Not applicable
2e3,437.0,Never married,Other,Don't know,Independent,None,Not applicable
2e3,438.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2e3,439.0,Separated,Other,Not applicable,Strong democrat,Catholic,Not applicable
2e3,440.0,Divorced,White,Not applicable,Not str democrat,Protestant,Southern baptist
2e3,441.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,442.0,Divorced,White,$25000 or more,Not str republican,Protestant,United pres ch in us
2e3,443.0,Divorced,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2e3,444.0,Never married,White,Refused,Independent,Protestant,Am baptist asso
2e3,445.0,Divorced,Black,$25000 or more,Not str democrat,Protestant,Southern baptist
2e3,446.0,Widowed,White,$25000 or more,Strong democrat,Protestant,Methodist-dk which
2e3,447.0,Divorced,White,Not applicable,Strong republican,Protestant,Other
2e3,448.0,Divorced,White,$20000 - 24999,Not str republican,Protestant,Presbyterian-dk wh
2e3,449.0,Divorced,White,Not applicable,Strong democrat,None,Not applicable
2e3,450.0,Never married,White,$1000 to 2999,Independent,Catholic,Not applicable
2e3,451.0,Divorced,Black,$25000 or more,Strong democrat,None,Not applicable
2e3,452.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2e3,453.0,Widowed,Other,$25000 or more,Strong republican,Catholic,Not applicable
2e3,454.0,Married,Black,$25000 or more,Not str republican,None,Not applicable
2e3,455.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2e3,456.0,Never married,White,$15000 - 19999,Strong republican,Protestant,Presbyterian c in us
2e3,457.0,Never married,White,Not applicable,Independent,Other,Not applicable
2e3,458.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2e3,459.0,Married,White,$3000 to 3999,Independent,Catholic,Not applicable
2e3,460.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2e3,461.0,Married,White,$10000 - 14999,Independent,Protestant,Baptist-dk which
2e3,462.0,Widowed,White,Not applicable,Strong republican,Protestant,Other
2e3,463.0,Divorced,Other,No answer,Not str democrat,Christian,Not applicable
2e3,464.0,Never married,Black,$20000 - 24999,Strong democrat,Christian,Not applicable
2e3,465.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2e3,466.0,Married,Other,Not applicable,"Ind,near dem",Christian,Not applicable
2e3,467.0,Married,Other,$20000 - 24999,Independent,Catholic,Not applicable
2e3,468.0,Never married,Other,Not applicable,Not str democrat,Christian,Not applicable
2e3,469.0,Married,Other,Not applicable,"Ind,near dem",None,Not applicable
2e3,470.0,Married,Black,$15000 - 19999,Strong democrat,Protestant,Baptist-dk which
2e3,471.0,Married,Other,$25000 or more,Strong democrat,Christian,Not applicable
2e3,472.0,Widowed,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,473.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2e3,474.0,Married,White,Not applicable,Other party,Catholic,Not applicable
2e3,475.0,Divorced,Black,Not applicable,Not str democrat,Protestant,Southern baptist
2e3,476.0,Divorced,Black,Not applicable,Not str democrat,Protestant,Afr meth episcopal
2e3,477.0,Married,Other,No answer,Not str republican,Catholic,Not applicable
2e3,478.0,Widowed,White,Not applicable,Strong republican,Catholic,Not applicable
2e3,479.0,Married,White,Not applicable,Not str republican,None,Not applicable
2e3,480.0,Married,Other,$15000 - 19999,Strong republican,Catholic,Not applicable
2e3,481.0,Married,White,Not applicable,Strong republican,Protestant,Other
2e3,482.0,Married,White,$15000 - 19999,Strong republican,Protestant,No denomination
2e3,483.0,Married,White,$20000 - 24999,Not str democrat,None,Not applicable
2e3,484.0,Never married,White,Not applicable,Not str democrat,Jewish,Not applicable
2e3,485.0,Divorced,Black,Not applicable,Not str democrat,None,Not applicable
2e3,486.0,Married,Other,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,487.0,Never married,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,488.0,Separated,Black,$25000 or more,Strong democrat,Christian,Not applicable
2e3,489.0,Widowed,White,$15000 - 19999,Independent,Protestant,Other
2e3,490.0,Divorced,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,491.0,Married,White,Refused,Strong democrat,Jewish,Not applicable
2e3,492.0,Married,White,Not applicable,Strong democrat,Jewish,Not applicable
2e3,493.0,Never married,White,$25000 or more,Independent,Catholic,Not applicable
2e3,494.0,Separated,White,Refused,Not str republican,Protestant,Episcopal
2e3,495.0,Never married,White,$25000 or more,Not str democrat,Buddhism,Not applicable
2e3,496.0,Married,White,$15000 - 19999,Strong democrat,None,Not applicable
2e3,497.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2e3,498.0,Married,Black,Not applicable,"Ind,near dem",Catholic,Not applicable
2e3,499.0,Married,Black,Refused,Independent,Moslem/islam,Not applicable
2e3,500.0,Never married,Black,Lt $1000,"Ind,near rep",Catholic,Not applicable
2e3,501.0,Married,Black,$15000 - 19999,Other party,Protestant,Other
2e3,502.0,Married,Other,Refused,"Ind,near dem",Moslem/islam,Not applicable
2e3,503.0,Never married,Black,$1000 to 2999,Not str democrat,Protestant,United methodist
2e3,504.0,Divorced,White,Not applicable,Not str democrat,Catholic,Not applicable
2e3,505.0,Married,Black,$15000 - 19999,"Ind,near dem",Protestant,Baptist-dk which
2e3,506.0,Married,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2e3,507.0,Married,White,$15000 - 19999,Independent,Catholic,Not applicable
2e3,508.0,Never married,White,Don't know,Strong republican,Jewish,Not applicable
2e3,509.0,Never married,White,$25000 or more,Strong democrat,Jewish,Not applicable
2e3,510.0,Never married,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,511.0,Never married,Black,$15000 - 19999,Strong democrat,Protestant,Southern baptist
2e3,512.0,Never married,Black,Not applicable,Strong democrat,Protestant,Other
2e3,513.0,Never married,Other,$3000 to 3999,Independent,Catholic,Not applicable
2e3,514.0,Never married,Black,Not applicable,Independent,Protestant,Baptist-dk which
2e3,515.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Southern baptist
2e3,516.0,Never married,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2e3,517.0,Never married,Black,$15000 - 19999,Not str democrat,None,Not applicable
2e3,518.0,Married,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,519.0,Separated,White,Don't know,Not str democrat,Catholic,Not applicable
2e3,520.0,Married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,521.0,Never married,White,Refused,Not str democrat,Protestant,Other
2e3,522.0,Divorced,White,$7000 to 7999,Independent,Catholic,Not applicable
2e3,523.0,Married,White,Refused,Not str democrat,Catholic,Not applicable
2e3,524.0,Widowed,White,Don't know,Independent,Catholic,Not applicable
2e3,525.0,Married,White,$15000 - 19999,Independent,Catholic,Not applicable
2e3,526.0,Never married,White,$25000 or more,Independent,Catholic,Not applicable
2e3,527.0,Married,White,Not applicable,Not str democrat,Orthodox-christian,Not applicable
2e3,528.0,Married,White,Not applicable,Strong democrat,Orthodox-christian,Not applicable
2e3,529.0,Never married,Other,Refused,Not str democrat,Moslem/islam,Not applicable
2e3,530.0,Widowed,White,Refused,Not str democrat,Orthodox-christian,Not applicable
2e3,531.0,Never married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2e3,532.0,Never married,White,Refused,Not str democrat,Catholic,Not applicable
2e3,533.0,Married,Other,Not applicable,Independent,Buddhism,Not applicable
2e3,534.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2e3,535.0,Separated,Other,Not applicable,Independent,Catholic,Not applicable
2e3,536.0,Never married,White,$25000 or more,Independent,Jewish,Not applicable
2e3,537.0,Never married,Other,Refused,"Ind,near rep",Catholic,Not applicable
2e3,538.0,Married,White,Refused,Not str republican,Catholic,Not applicable
2e3,539.0,Married,White,$25000 or more,Not str democrat,Other,Not applicable
2e3,540.0,Married,White,Not applicable,Independent,Jewish,Not applicable
2e3,541.0,Married,White,Not applicable,Not str democrat,Orthodox-christian,Not applicable
2e3,542.0,Divorced,White,$25000 or more,Not str democrat,Catholic,Not applicable
2e3,543.0,Married,White,Refused,Independent,Catholic,Not applicable
2e3,544.0,Married,White,Refused,Not str republican,Catholic,Not applicable
2e3,545.0,Married,White,Refused,Not str democrat,Jewish,Not applicable
2e3,546.0,Married,White,Not applicable,Not str democrat,Orthodox-christian,Not applicable
2e3,547.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2e3,548.0,Widowed,Black,$6000 to 6999,Strong democrat,Protestant,Afr meth episcopal
2e3,549.0,Separated,White,Not applicable,Independent,Protestant,Other
2e3,550.0,Separated,Black,Not applicable,Not str democrat,Protestant,Other
2e3,551.0,Never married,Black,Not applicable,Not str democrat,None,Not applicable
2e3,552.0,Widowed,Other,Not applicable,Not str democrat,Catholic,Not applicable
2e3,553.0,Widowed,Black,$5000 to 5999,Not str democrat,Protestant,Southern baptist
2e3,554.0,Divorced,White,Refused,Not str democrat,Catholic,Not applicable
2e3,555.0,Never married,Black,$10000 - 14999,Not str democrat,Christian,Not applicable
2e3,556.0,Separated,Black,Refused,Independent,Protestant,Baptist-dk which
2e3,557.0,Divorced,White,Not applicable,Not str democrat,Protestant,Other
2e3,558.0,Never married,Black,Not applicable,Independent,Protestant,Other
2e3,559.0,Never married,Black,Refused,Independent,Catholic,Not applicable
2e3,560.0,Never married,White,Refused,Independent,Catholic,Not applicable
2e3,561.0,Married,White,$25000 or more,"Ind,near dem",Protestant,Other
2e3,562.0,Married,White,No answer,Not str republican,Catholic,Not applicable
2e3,563.0,Never married,White,Not applicable,Independent,Catholic,Not applicable
2e3,564.0,Married,White,Refused,Independent,Protestant,Episcopal
